"","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","ONI","ONI_C","ONI_sub","semeadura","ano_semeadura","colheita","ano_colheita","anom.1","anom.2","anom.3","anom.4","anom.5","anom.6"
"701", 708,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"702", 709,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"703", 710,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"704", 711,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFp 119","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"705", 712,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Intr<e9>pido","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"706", 713,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"707", 714,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"708", 715,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"709", 716,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"710", 717,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"711", 718,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","SCS 205 Riqueza","chc",4,2019-12-23,2020-03-22,"19/20", 0.8,0.8, 0.8, 0.8,NA,NA,NA,NA,NA,0.5,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"712", 719,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"713", 720,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Madrep<e9>rola","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,438333333333333","Neutro","Neutro","D",2019,"M",2020, 0.75, 0.51, 0.55, 0.48, 0.40, 0.19
"714", 721,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",1,2013-12-18,2014-03-18,"13/14", 0.1,NA, 0.1, 0.1,0.1,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,258333333333333","Neutro","Neutro","D",2013,"M",2014,-0.43,-0.17,-0.27,-0.46,-0.27, 0.04
"715", 722,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","Bola Cheia","chc",1,2013-12-18,2014-03-18,"13/14", 0.2,NA, 0.2, 0.2,0.6,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,258333333333333","Neutro","Neutro","D",2013,"M",2014,-0.43,-0.17,-0.27,-0.46,-0.27, 0.04
"716", 723,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",1,2013-12-18,2014-03-18,"13/14", 0.2,NA, 0.2, 0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,258333333333333","Neutro","Neutro","D",2013,"M",2014,-0.43,-0.17,-0.27,-0.46,-0.27, 0.04
"717", 724,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",1,2014-12-15,2015-03-15,"14/15", 0.4,0.6,NA, 2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"718", 725,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","ch",1,2014-12-15,2015-03-15,"14/15", 0.2,0.8,NA, 3.0,NA,NA,NA,NA,NA,0.2,0.2,NA,1.0,1.0,1.0,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"719", 726,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2014-12-15,2015-03-15,"14/15", 0.2,0.2,NA, 7.4,NA,NA,NA,NA,NA,0.2,NA,0.4,0.6,0.6,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"720", 727,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","C10-2-16/8","chc",2,2014-12-15,2015-03-15,"14/15", 0.2,0.4,NA, 2.6,NA,NA,NA,NA,NA,1.0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"721", 728,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Ametista","chc",2,2014-12-15,2015-03-15,"14/15", 0.2,0.2,NA, 0.2,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"722", 729,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",3,2014-12-15,2015-03-15,"14/15", 0.2,0.8,NA, 5.8,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"723", 730,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2014-12-15,2015-03-15,"14/15", 0.2,1.0,NA, 2.4,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"724", 731,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","ch",3,2014-12-15,2015-03-15,"14/15", 0.2,0.2,NA, 2.4,NA,NA,NA,NA,NA,0.2,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"725", 732,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",4,2014-12-15,2015-03-15,"14/15", 0.2,2.0,NA, 9.2,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"726", 733,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2014-12-15,2015-03-15,"14/15", 0.4,0.6,NA, 5.2,NA,NA,NA,NA,NA,0.4,0.4,NA,1.8,1.8,2.0,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"727", 734,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",4,2014-12-15,2015-03-15,"14/15", 0.6,1.0,NA, 3.4,NA,NA,NA,NA,NA,0.2,0.2,NA,1.6,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"728", 735,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",4,2014-12-15,2015-03-15,"14/15", 0.2,0.2,NA, 2.0,NA,NA,NA,NA,NA,0.2,0.2,NA,0.4,0.6,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"729", 736,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",4,2014-12-15,2015-03-15,"14/15", 0.4,0.4,NA, 0.6,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,591666666666667","El Niño","ENW","D",2014,"M",2015,-0.42, 0.64, 0.66, 0.47, 0.53, 0.70
"730", 737,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",1,2015-12-14,2016-03-13,"15/16", 0.5,1.6, 3.2,NA,NA,NA,NA,NA,NA,0.4,1.4,2.8,2.8,2.8,2.8,2.8,5.0,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"731", 738,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",1,2015-12-14,2016-03-13,"15/16", 1.5,4.6, 4.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.8,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"732", 739,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",1,2015-12-14,2016-03-13,"15/16", 0.4,1.2, 1.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6,2.4,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"733", 740,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP-F3-2","chc",1,2015-12-14,2016-03-13,"15/16", 0.2,0.8, 0.8,NA,NA,NA,NA,NA,NA,2.0,2.4,2.8,2.8,2.8,2.8,2.8,5.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"734", 741,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2015-12-14,2016-03-13,"15/16", 0.5,1.2, 1.2,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.4,0.4,0.4,0.4,1.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"735", 742,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2015-12-14,2016-03-13,"15/16", 0.6,2.0, 2.0,NA,NA,NA,NA,NA,NA,0.4,1.0,1.2,1.2,1.2,1.2,1.2,2.0,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"736", 743,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a","b",1,2015-12-14,2016-03-13,"15/16", 0.2,0.8, 0.8,NA,NA,NA,NA,NA,NA,1.4,3.6,7.0,7.4,7.4,7.4,8.5,9.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"737", 744,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",1,2015-12-14,2016-03-13,"15/16", 0.2,0.5, 0.5,NA,NA,NA,NA,NA,NA,3.0,3.6,4.2,4.4,4.4,4.4,4.4,8.5,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"738", 745,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",1,2015-12-14,2016-03-13,"15/16", 0.2,1.0, 1.0,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"739", 746,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",1,2015-12-14,2016-03-13,"15/16", 0.4,2.0, 2.0,NA,NA,NA,NA,NA,NA,0.4,1.0,1.6,1.6,1.6,1.6,2.2,2.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"740", 747,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",1,2015-12-14,2016-03-13,"15/16", 0.5,1.8, 2.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"741", 748,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",2,2015-12-14,2016-03-13,"15/16", 0.1,0.6, 0.6,NA,NA,NA,NA,NA,NA,2.0,2.8,4.2,4.2,4.2,4.2,4.2,7.6,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"742", 749,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",2,2015-12-14,2016-03-13,"15/16", 0.6,1.5, 2.1,NA,NA,NA,NA,NA,NA,0.6,1.0,1.4,1.4,1.4,1.4,3.0,3.0,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"743", 750,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a","b",2,2015-12-14,2016-03-13,"15/16", 0.1,0.6, 0.6,NA,NA,NA,NA,NA,NA,2.0,2.0,6.8,6.8,6.8,6.8,9.0,9.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"744", 751,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,2015-12-14,2016-03-13,"15/16", 0.6,0.6, 0.6,NA,NA,NA,NA,NA,NA,0.4,0.6,1.0,1.0,1.0,1.0,1.0,5.0,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"745", 752,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA08","chc",2,2015-12-14,2016-03-13,"15/16", 0.8,0.8, 0.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2.0,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"746", 753,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",2,2015-12-14,2016-03-13,"15/16", 0.8,1.6, 2.2,NA,NA,NA,NA,NA,NA,4.0,4.4,6.0,6.0,6.0,6.0,7.0,7.6,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"747", 754,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS <c1>rtico","b",2,2015-12-14,2016-03-13,"15/16", 0.2,0.2, 0.2,NA,NA,NA,NA,NA,NA,3.0,4.4,7.2,7.2,7.2,7.2,9.0,9.0,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"748", 755,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",2,2015-12-14,2016-03-13,"15/16", 0.6,1.8, 2.6,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,0.8,0.8,0.8,0.8,2.0,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"749", 756,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",2,2015-12-14,2016-03-13,"15/16", 0.2,0.5, 0.5,NA,NA,NA,NA,NA,NA,2.6,3.4,6.0,6.0,6.0,6.0,7.0,8.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"750", 757,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,2015-12-14,2016-03-13,"15/16", 0.4,0.6, 0.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,4.8,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"751", 758,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",2,2015-12-14,2016-03-13,"15/16", 0.6,2.5, 2.5,NA,NA,NA,NA,NA,NA,0.8,0.8,1.0,1.0,1.0,1.0,1.0,2.6,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"752", 759,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",2,2015-12-14,2016-03-13,"15/16", 0.8,2.6, 2.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.8,0.8,0.8,0.8,0.8,2.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"753", 760,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,2015-12-14,2016-03-13,"15/16", 0.8,1.4, 1.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6,0.6,0.6,2.0,4.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"754", 761,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",2,2015-12-14,2016-03-13,"15/16", 1.0,2.8, 2.8,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,1.6,1.6,1.8,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"755", 762,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",2,2015-12-14,2016-03-13,"15/16", 1.0,2.8, 2.8,NA,NA,NA,NA,NA,NA,0.5,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"756", 763,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",3,2015-12-14,2016-03-13,"15/16", 0.6,0.6, 0.6,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"757", 764,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP-F3-2","chc",3,2015-12-14,2016-03-13,"15/16", 0.4,1.4, 1.6,NA,NA,NA,NA,NA,NA,2.0,2.0,2.4,2.4,2.4,2.4,2.4,4.5,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"758", 765,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",3,2015-12-14,2016-03-13,"15/16", 1.0,2.5, 2.5,NA,NA,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"759", 766,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",3,2015-12-14,2016-03-13,"15/16", 1.5,2.8, 2.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2.6,NA,NA,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"760", 767,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",3,2015-12-14,2016-03-13,"15/16", 0.6,1.8, 1.8,NA,NA,NA,NA,NA,NA,1.6,3.4,4.2,4.2,4.2,4.2,4.2,7.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"761", 768,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",3,2015-12-14,2016-03-13,"15/16", 0.5,1.6, 1.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.8,0.8,0.8,0.8,0.8,2.0,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"762", 769,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",3,2015-12-14,2016-03-13,"15/16", 0.6,1.8, 2.4,NA,NA,NA,NA,NA,NA,1.4,1.6,1.8,1.8,1.8,1.8,1.8,3.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"763", 770,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",3,2015-12-14,2016-03-13,"15/16", 0.8,2.2, 2.2,NA,NA,NA,NA,NA,NA,0.2,0.8,1.0,1.0,1.0,1.0,1.0,1.8,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"764", 771,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",3,2015-12-14,2016-03-13,"15/16", 2.0,5.0, 5.0,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.2,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
"765", 772,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",3,2015-12-14,2016-03-13,"15/16", 0.4,1.2, 1.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2.4,NA,NA,NA,"2,05833333333333","El Niño","ENVS","D",2015,"M",2016, 0.55, 2.57, 2.64, 2.14, 1.58, 0.94
