"X";"index";"id_ensaio";"Local";"cidade";"estado";"fungicida";"irrigacao";"genotipo";"tipo_de_grao";"repeticao";"data_semeadura";"data_colheita";"safra";"FO1";"FO2";"FO3";"FO4";"FO5";"FO6";"FO7";"FO8";"FO9";"FS1";"FS2";"FS3";"FS4";"FS5";"FS6";"FS7";"FS8";"FS9";"FS10";"FS11";"ONI";"ONI_C";"ONI_sub"
639;645;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Curi<f3>";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
640;646;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Campos Gerais";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.5";"1.5";NA;"1.5";NA;"1.5";NA;"1.5";"1.5";NA;"1.5";0,438333333333333;"Neutro";"Neutro"
641;647;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Sabi<e1>";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
642;648;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 104";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.8";NA;"0.8";NA;"0.8";"0.8";NA;"0.8";NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
643;649;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Esteio";"p";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.5";"0.5";NA;"1";NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
644;650;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 23";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
645;651;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 97-2";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
646;652;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FP 403";"p";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
647;653;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Veloz";"p";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
648;654;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 402";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
649;655;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1849";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
650;656;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Uirapuru";"p";2;2019-12-23;2020-03-22;"19/20";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
651;657;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tuiui<fa>";"p";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
652;658;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 9";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
653;659;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1850";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
654;660;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Paisano";"p";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
655;661;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Bem-te-vi";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
656;662;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"Imperador Vermelho";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
657;663;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
658;664;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Urutau";"p";2;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
659;665;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Esteio";"p";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1.5";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
660;666;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Uirapuru";"p";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
661;667;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
662;668;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tuiui<fa>";"p";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
663;669;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Paisano";"p";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
664;670;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Veloz";"p";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
665;671;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1849";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
666;672;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1850";"chc";3;2019-12-23;2020-03-22;"19/20";"0.5";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
667;674;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 204 Predileto";"p";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
668;675;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRSMG Madrep<e9>rola";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
669;676;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Sabi<e1>";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
670;677;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 9";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
671;678;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Bem-te-vi";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.5";"1.5";NA;"2";NA;"2";NA;"2";"2";NA;"2";0,438333333333333;"Neutro";"Neutro"
672;679;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Campos Gerais";"chc";3;2019-12-23;2020-03-22;"19/20";"2.5";"2.5";"8";"8";NA;NA;NA;NA;NA;"0.8";NA;"0.8";NA;"0.8";"0.8";NA;"0.8";NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
673;680;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 104";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
674;681;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Estilo";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
675;682;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 23";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
676;683;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 205 Riqueza";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
677;684;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FP 403";"p";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
678;685;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 402";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
679;686;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Curi<f3>";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
680;687;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
681;688;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFp 119";"p";3;2019-12-23;2020-03-22;"19/20";"1.5";"1.5";"1.5";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
682;689;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Urutau";"p";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
683;690;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"Imperador Vermelho";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
684;691;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Intr<e9>pido";"p";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
685;692;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"TAA Dama";"chc";3;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
686;693;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
687;694;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
688;695;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 97-2";"chc";4;2019-12-23;2020-03-22;"19/20";"3.5";"3.5";"10";"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
689;696;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Veloz";"p";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.5";NA;"0.5";NA;"0.5";"0.5";NA;"0.5";NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
690;697;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1850";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
691;698;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"TAA Dama";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
692;699;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tuiui<fa>";"p";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
693;700;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 23";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
694;701;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"Imperador Vermelho";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
695;702;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Esteio";"p";4;2019-12-23;2020-03-22;"19/20";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;"1.5";NA;"2";"2";NA;"3";NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
696;703;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 402";"chc";4;2019-12-23;2020-03-22;"19/20";"0.8";"0.8";"1.5";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
697;704;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Bem-te-vi";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1.5";"2";NA;"2";NA;"2";NA;"2";"2";NA;"2";0,438333333333333;"Neutro";"Neutro"
698;705;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Paisano";"p";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
699;706;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1849";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
700;707;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 9";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
701;708;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Urutau";"p";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
702;709;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 104";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
703;710;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Sabi<e1>";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
704;711;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFp 119";"p";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
705;712;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Intr<e9>pido";"p";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
706;713;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Estilo";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
707;714;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Curi<f3>";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
708;715;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FP 403";"p";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
709;716;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Campos Gerais";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
710;717;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 204 Predileto";"p";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
711;718;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 205 Riqueza";"chc";4;2019-12-23;2020-03-22;"19/20";"0.8";"0.8";"0.8";"0.8";NA;NA;NA;NA;NA;"0.5";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
712;719;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Uirapuru";"p";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
713;720;"Castro_CDECastro_19/20_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRSMG Madrep<e9>rola";"chc";4;2019-12-23;2020-03-22;"19/20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,438333333333333;"Neutro";"Neutro"
714;721;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 9";"chc";1;2013-12-18;2014-03-18;"13/14";"0.1";NA;"0.1";"0.1";"0.1";NA;NA;NA;NA;"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
715;722;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"Bola Cheia";"chc";1;2013-12-18;2014-03-18;"13/14";"0.2";NA;"0.2";"0.2";"0.6";NA;NA;NA;NA;"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
716;723;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Campos Gerais";"chc";1;2013-12-18;2014-03-18;"13/14";"0.2";NA;"0.2";"0.2";"0.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
717;724;"Arapoti_CDEArapoti_14/15_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"49/61-1/2";"chc";1;2014-12-15;2015-03-15;"14/15";"0.4";"0.6";NA;"2.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
718;725;"Arapoti_CDEArapoti_14/15_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IAC Mil<ea>nio";"ch";1;2014-12-15;2015-03-15;"14/15";"0.2";"0.8";NA;"3";NA;NA;NA;NA;NA;"0.2";"0.2";NA;"1";"1";"1";NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
719;726;"Arapoti_CDEArapoti_14/15_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Bem-te-vi";"chc";1;2014-12-15;2015-03-15;"14/15";"0.2";"0.2";NA;"7.4";NA;NA;NA;NA;NA;"0.2";NA;"0.4";"0.6";"0.6";NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
720;727;"Arapoti_CDEArapoti_14/15_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"C10-2-16/8";"chc";2;2014-12-15;2015-03-15;"14/15";"0.2";"0.4";NA;"2.6";NA;NA;NA;NA;NA;"1";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
721;728;"Arapoti_CDEArapoti_14/15_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Ametista";"chc";2;2014-12-15;2015-03-15;"14/15";"0.2";"0.2";NA;"0.2";NA;NA;NA;NA;NA;"0.2";NA;"0.2";NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
